match_id,date,league,home_team,away_team,city,venue,broadcaster,time_slot,viewership_tv_millions,viewership_digital_millions,social_buzz_volume,sentiment_score,brand_recall_score,ad_integration_score,on_screen_time_seconds,sponsor_category,ad_format,sponsor_spend_crores_inr,sponsor_value_est_crores_inr,roi_estimated
IPL2018-05142,22-03-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Delhi,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,8.06,8.79,762943,0.229,95,0.804,1158,Fintech,Jersey front,1.99,107.38,52.96
IPL2018-05143,08-05-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Delhi,Sawai Mansingh Stadium,Star Sports,Prime,7.29,9.99,1010257,0.444,95,0.847,1586,EdTech,Jersey front,5.49,110.22,19.08
IPL2018-05144,25-04-2018,IPL,Sunrisers Hyderabad,Gujarat Titans,Hyderabad,Narendra Modi Stadium,DD Sports,Afternoon,3.58,3.24,396759,0.406,95,0.772,2205,Gaming,Jersey sleeve,3.41,37.01,9.85
IPL2018-05145,19-06-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Delhi,Eden Gardens,Viacom18 / JioCinema,Prime,7.69,9.87,1160637,0.385,95,0.973,1151,BFSI,Broadcast L-band,3.83,116.81,29.5
IPL2018-05146,30-03-2018,IPL,Delhi Capitals,Rajasthan Royals,Hyderabad,IS Bindra Stadium,Star Sports,Late,5.12,6.02,736087,0.426,95,0.619,2308,EdTech,LED perimeter,2.4,60.37,24.15
IPL2018-05147,16-05-2018,IPL,Chennai Super Kings,Sunrisers Hyderabad,Hyderabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,2.86,2.98,377438,0.523,95,0.401,3226,Auto,On-ground signage,6.72,27.3,3.06
IPL2018-05148,14-04-2018,IPL,Punjab Kings,Delhi Capitals,Chennai,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,7.11,7.46,616437,0.557,95,0.49,1226,Telecom,Jersey sleeve,2.8,82.47,28.45
IPL2018-05149,10-04-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Hyderabad,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.39,8.86,813011,0.333,95,0.426,1045,Telecom,LED perimeter,2.85,104.13,35.54
IPL2018-05150,30-03-2018,IPL,Punjab Kings,Sunrisers Hyderabad,Mumbai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,8.51,8.77,829814,0.344,95,0.491,1738,Gaming,Presenter title,4.04,107.83,25.69
IPL2018-05151,07-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Ahmedabad,IS Bindra Stadium,Viacom18 / JioCinema,Late,5.05,5.63,772574,0.469,95,0.529,3638,E-commerce,On-ground signage,4.25,56.17,12.22
IPL2018-05152,08-04-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Lucknow,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,8.08,8.43,1221692,0.598,95,0.563,2757,BFSI,LED perimeter,10.82,100.85,8.32
IPL2018-05153,24-03-2018,IPL,Punjab Kings,Mumbai Indians,Mumbai,Wankhede Stadium,Star Sports,Late,4.21,5.03,654898,0.425,95,0.415,720,Auto,On-ground signage,5.76,42.6,6.4
IPL2018-05154,25-04-2018,IPL,Punjab Kings,Delhi Capitals,Mumbai,Sawai Mansingh Stadium,DD Sports,Prime,8.15,7.47,712146,0.468,95,0.569,2487,Fintech,Jersey sleeve,3.75,94.94,24.32
IPL2018-05155,21-04-2018,IPL,Gujarat Titans,Delhi Capitals,Chandigarh,Arun Jaitley Stadium,DD Sports,Prime,6.82,6.55,965160,0.287,95,0.489,3251,E-commerce,LED perimeter,1.97,76.22,37.69
IPL2018-05156,01-05-2018,IPL,Kolkata Knight Riders,Delhi Capitals,Hyderabad,Eden Gardens,Star Sports,Prime,8.37,7.82,796448,0.187,95,0.452,2656,Consumer Goods,On-ground signage,1.95,97.54,49.02
IPL2018-05157,05-04-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Hyderabad,BRSABV Ekana Stadium,Star Sports,Prime,7.61,9.38,1091157,0.729,95,0.749,1145,Beverages,Jersey sleeve,3.41,107.26,30.45
IPL2018-05158,09-05-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Delhi,Eden Gardens,DD Sports,Late,5.37,6.32,814344,0.484,95,0.516,3219,Telecom,Jersey front,8.27,61.58,6.45
IPL2018-05159,27-05-2018,IPL,Chennai Super Kings,Gujarat Titans,Chennai,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,6.57,8.09,633005,0.329,95,0.449,3954,BFSI,On-ground signage,6.56,81.43,11.41
IPL2018-05160,12-04-2018,IPL,Royal Challengers Bengaluru,Chennai Super Kings,Jaipur,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Late,6.51,8.51,958242,0.194,95,0.508,4115,Beverages,Broadcast L-band,4.27,88.36,19.69
IPL2018-05161,30-03-2018,IPL,Rajasthan Royals,Gujarat Titans,Jaipur,Sawai Mansingh Stadium,Star Sports,Prime,7.27,9.05,868863,0.624,95,0.921,3921,Fintech,On-ground signage,1.59,105.1,65.1
IPL2018-05162,18-04-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Ahmedabad,Narendra Modi Stadium,Star Sports,Afternoon,3.61,3.19,412444,0.338,95,0.718,3265,Telecom,Jersey sleeve,1.98,34.75,16.55
IPL2018-05163,17-04-2018,IPL,Chennai Super Kings,Delhi Capitals,Delhi,BRSABV Ekana Stadium,Star Sports,Prime,7.55,7.98,884338,0.337,95,0.721,682,Auto,On-ground signage,2.75,92.76,32.73
IPL2018-05164,13-04-2018,IPL,Mumbai Indians,Delhi Capitals,Kolkata,M. A. Chidambaram Stadium,DD Sports,Late,4.54,5.64,676826,0.365,95,0.563,1061,Consumer Goods,Jersey sleeve,3.21,52.55,15.37
IPL2018-05165,01-05-2018,IPL,Rajasthan Royals,Gujarat Titans,Jaipur,M. A. Chidambaram Stadium,Star Sports,Prime,7.16,8.35,927533,0.467,95,0.71,1361,Gaming,Jersey sleeve,2.7,95.15,34.24
IPL2018-05166,09-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Lucknow,Eden Gardens,Star Sports,Afternoon,1.94,2.64,243894,0.527,95,0.842,1407,Consumer Goods,LED perimeter,5.98,26.04,3.35
IPL2018-05167,29-03-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Delhi,Sawai Mansingh Stadium,DD Sports,Prime,7.21,9.14,1247838,0.415,95,0.758,4010,Beverages,Digital overlay,6.63,103.42,14.6
IPL2018-05168,20-04-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Chennai,IS Bindra Stadium,DD Sports,Prime,7.82,10.07,1376823,0.325,95,0.722,1187,E-commerce,LED perimeter,2.72,115.03,41.29
IPL2018-05169,03-05-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Delhi,Eden Gardens,Star Sports,Afternoon,2.97,2.23,373514,0.727,95,0.618,4150,Gaming,Presenter title,2.65,25.89,8.77
IPL2018-05170,05-05-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Chandigarh,Sawai Mansingh Stadium,DD Sports,Prime,7.92,9.13,1078954,0.392,95,0.778,2427,Gaming,Digital overlay,2.75,111.07,39.39
IPL2018-05171,08-04-2018,IPL,Delhi Capitals,Mumbai Indians,Mumbai,Wankhede Stadium,DD Sports,Afternoon,2.48,3.84,456347,0.452,95,0.914,752,BFSI,Jersey front,2.64,35.32,12.38
IPL2018-05172,23-04-2018,IPL,Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,Eden Gardens,DD Sports,Prime,6.68,8.94,1006204,0.271,95,0.514,4113,Telecom,On-ground signage,4.03,90.83,21.54
IPL2018-05173,28-05-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Lucknow,Wankhede Stadium,Star Sports,Prime,9.13,9.51,901245,0.52,95,0.895,3220,Gaming,Broadcast L-band,2.86,129.22,44.18
IPL2018-05174,17-05-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata,BRSABV Ekana Stadium,Star Sports,Prime,7.61,10.01,759736,0.582,95,0.69,779,E-commerce,Presenter title,5.67,113.03,18.93
IPL2018-05175,24-03-2018,IPL,Delhi Capitals,Gujarat Titans,Chandigarh,Eden Gardens,Viacom18 / JioCinema,Afternoon,2.89,1.87,313721,0.348,95,0.988,2261,E-commerce,Jersey sleeve,2.97,29.43,8.91
IPL2018-05176,09-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Chandigarh,BRSABV Ekana Stadium,Star Sports,Prime,8.69,10.29,1341408,0.23,95,0.557,3421,Gaming,LED perimeter,2.25,123.62,53.94
IPL2018-05177,25-05-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Delhi,IS Bindra Stadium,DD Sports,Late,4.05,6.86,845498,0.405,95,0.459,1637,Auto,Jersey sleeve,3.33,54.63,15.41
IPL2018-05178,24-03-2018,IPL,Mumbai Indians,Rajasthan Royals,Hyderabad,BRSABV Ekana Stadium,Star Sports,Prime,7.86,8.53,1158103,0.678,95,0.496,2142,Consumer Goods,Broadcast L-band,3.04,99.06,31.59
IPL2018-05179,15-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Chandigarh,Narendra Modi Stadium,Viacom18 / JioCinema,Prime,7.7,7.64,992720,0.374,95,0.411,1588,Telecom,Broadcast L-band,3.37,87.93,25.09
IPL2018-05180,05-04-2018,IPL,Sunrisers Hyderabad,Delhi Capitals,Chennai,Wankhede Stadium,DD Sports,Prime,7.48,8.8,804593,0.755,95,0.619,3377,Auto,Jersey front,2.93,101.39,33.6
IPL2018-05181,24-04-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Mumbai,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.79,9.32,1096259,0.384,95,0.592,1273,Gaming,Broadcast L-band,1.22,107.15,86.83
IPL2018-05182,19-03-2018,IPL,Delhi Capitals,Mumbai Indians,Chennai,Wankhede Stadium,DD Sports,Afternoon,2.47,2.87,317653,0.232,95,0.783,2622,Auto,Jersey sleeve,2.4,29.38,11.24
IPL2018-05183,21-05-2018,IPL,Delhi Capitals,Rajasthan Royals,Jaipur,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Late,4.91,5.75,538286,0.39,95,0.498,635,Gaming,LED perimeter,5.14,53.46,9.4
IPL2018-05184,16-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Chennai,Eden Gardens,Star Sports,Late,5.95,7.24,937915,0.226,95,0.856,2254,BFSI,LED perimeter,2.55,79.29,30.09
IPL2018-05185,29-03-2018,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,Delhi,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,8.29,9.65,855520,0.365,95,0.594,3722,EdTech,LED perimeter,1.32,114.16,85.48
IPL2018-05186,03-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Kolkata,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,3.29,4.45,519012,0.497,95,0.926,2722,Telecom,Broadcast L-band,3.48,43.32,11.45
IPL2018-05187,25-04-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.9,2.07,303841,0.395,95,0.51,2856,E-commerce,Presenter title,5.21,23.87,3.58
IPL2018-05188,01-04-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Kolkata,Rajiv Gandhi Intl. Stadium,DD Sports,Late,4.16,6.44,569974,0.583,95,0.878,1218,BFSI,On-ground signage,7.56,60.09,6.95
IPL2018-05189,11-06-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.3,8.47,915326,0.387,95,0.512,3392,Fintech,Presenter title,4.74,93.16,18.65
IPL2018-05190,13-04-2018,IPL,Mumbai Indians,Royal Challengers Bengaluru,Chennai,Wankhede Stadium,DD Sports,Prime,7.41,8.68,740129,0.272,95,0.412,2094,Fintech,On-ground signage,5.57,93.89,15.86
IPL2018-05191,01-06-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Jaipur,Rajiv Gandhi Intl. Stadium,Star Sports,Late,5.18,5.77,478811,0.469,95,0.435,3318,Auto,LED perimeter,4.98,55.51,10.15
IPL2018-05192,20-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Ahmedabad,Arun Jaitley Stadium,Star Sports,Afternoon,2.31,2.36,204024,0.433,95,0.889,3797,EdTech,Broadcast L-band,3.58,26.81,6.49
IPL2018-05193,04-05-2018,IPL,Lucknow Super Giants,Chennai Super Kings,Hyderabad,Arun Jaitley Stadium,Star Sports,Prime,7.25,8.72,745935,0.448,95,0.72,2985,BFSI,LED perimeter,1.88,100.86,52.65
IPL2018-05194,02-05-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Lucknow,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,8.32,10.29,1374687,0.298,95,0.593,2379,Beverages,Jersey sleeve,3.15,121.29,37.5
IPL2018-05195,07-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Chennai,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,6.55,7.37,871835,0.483,95,0.785,1812,Beverages,Digital overlay,4.68,82.63,16.66
IPL2018-05196,04-05-2018,IPL,Delhi Capitals,Lucknow Super Giants,Chandigarh,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.1,8.5,748751,0.618,95,0.626,1777,Fintech,Digital overlay,3.42,92.77,26.13
IPL2018-05197,08-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Chennai,M. A. Chidambaram Stadium,Star Sports,Late,4.8,6.67,877780,0.293,95,0.892,1966,Consumer Goods,LED perimeter,5.95,65.75,10.05
IPL2018-05198,23-03-2018,IPL,Royal Challengers Bengaluru,Mumbai Indians,Kolkata,BRSABV Ekana Stadium,DD Sports,Afternoon,2.77,2.84,369888,0.222,95,0.849,1545,Beverages,LED perimeter,3.74,29.54,6.9
IPL2018-05199,12-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Jaipur,Sawai Mansingh Stadium,Star Sports,Late,5.83,6.74,541720,0.266,95,0.68,3167,Consumer Goods,Presenter title,2.79,69.17,23.79
IPL2018-05200,27-03-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Chennai,BRSABV Ekana Stadium,Star Sports,Prime,7.49,9.04,1166009,0.447,95,0.407,3618,Gaming,Jersey sleeve,4.1,97.55,22.79
IPL2018-05201,07-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Ahmedabad,Narendra Modi Stadium,Star Sports,Late,4.37,6.23,637423,0.258,95,0.712,1846,Auto,On-ground signage,2.26,57.31,24.36
IPL2018-05202,15-04-2018,IPL,Mumbai Indians,Lucknow Super Giants,Chennai,BRSABV Ekana Stadium,Star Sports,Afternoon,2.17,1.64,240518,0.49,95,0.63,3562,Gaming,Digital overlay,3.43,22.42,5.54
IPL2018-05203,31-03-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Kolkata,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,9.46,10.68,1324424,0.494,95,0.756,1133,Gaming,Digital overlay,2.89,139.6,47.3
IPL2018-05204,30-04-2018,IPL,Rajasthan Royals,Mumbai Indians,Chandigarh,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,5.69,5.09,501765,0.495,95,0.496,3840,Telecom,On-ground signage,1.97,56.14,27.5
IPL2018-05205,08-04-2018,IPL,Rajasthan Royals,Punjab Kings,Kolkata,Wankhede Stadium,Star Sports,Prime,7.77,8.58,1244425,0.762,95,0.799,3752,E-commerce,On-ground signage,4.79,104.21,20.76
IPL2018-05206,27-03-2018,IPL,Punjab Kings,Royal Challengers Bengaluru,Chandigarh,Wankhede Stadium,Viacom18 / JioCinema,Prime,8.01,8.98,897328,0.227,95,0.524,1032,Gaming,Digital overlay,2.08,104.94,49.45
IPL2018-05207,31-03-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Ahmedabad,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.86,9.35,1119906,0.246,95,0.988,1808,Telecom,Presenter title,3.79,111.83,28.51
IPL2018-05208,18-04-2018,IPL,Mumbai Indians,Gujarat Titans,Chandigarh,Sawai Mansingh Stadium,Star Sports,Afternoon,2.26,2.42,351653,0.604,95,0.891,690,Fintech,Digital overlay,2.76,27.38,8.92
IPL2018-05209,11-04-2018,IPL,Chennai Super Kings,Mumbai Indians,Chennai,BRSABV Ekana Stadium,DD Sports,Prime,9.5,11.24,1123510,0.515,95,0.509,1910,Beverages,LED perimeter,3.89,141.9,35.48
IPL2018-05210,23-04-2018,IPL,Rajasthan Royals,Punjab Kings,Delhi,Sawai Mansingh Stadium,DD Sports,Prime,6.8,8.95,1039998,0.589,95,0.726,3944,Consumer Goods,Broadcast L-band,3.39,97.57,27.78
IPL2018-05211,19-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Delhi,BRSABV Ekana Stadium,DD Sports,Prime,6.64,8.41,1185413,0.206,95,0.673,1731,Consumer Goods,Digital overlay,2.47,89.68,35.31
IPL2018-05212,30-03-2018,IPL,Rajasthan Royals,Delhi Capitals,Kolkata,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Late,4.98,6.78,882211,0.288,95,0.886,1977,Beverages,Jersey front,3.26,67.73,19.78
IPL2018-05213,04-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Ahmedabad,IS Bindra Stadium,Star Sports,Prime,7.41,7.14,1010517,0.568,95,0.844,4026,EdTech,Digital overlay,3.44,92.18,25.8
IPL2018-05214,09-05-2018,IPL,Lucknow Super Giants,Mumbai Indians,Hyderabad,M. A. Chidambaram Stadium,DD Sports,Late,4.74,5.78,627076,0.431,95,0.578,2914,Fintech,Broadcast L-band,6.24,53.87,7.63
IPL2018-05215,01-04-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Kolkata,Wankhede Stadium,DD Sports,Afternoon,3.26,2.56,298538,0.609,95,0.619,1835,Consumer Goods,Presenter title,8.36,29.18,2.49
IPL2018-05216,02-06-2018,IPL,Delhi Capitals,Rajasthan Royals,Jaipur,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,3.3,2.84,353996,0.401,95,0.436,2707,Telecom,Jersey front,2.03,28.5,13.04
IPL2018-05217,25-03-2018,IPL,Sunrisers Hyderabad,Rajasthan Royals,Chennai,M. A. Chidambaram Stadium,DD Sports,Late,4.32,7.27,771177,0.425,95,0.74,1115,Telecom,Presenter title,2.38,64.05,25.91
IPL2018-05218,08-05-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Jaipur,Eden Gardens,Viacom18 / JioCinema,Prime,7.26,8.61,759712,0.726,95,0.855,1681,Telecom,Jersey sleeve,1.04,99.36,94.54
IPL2018-05219,14-04-2018,IPL,Kolkata Knight Riders,Punjab Kings,Chennai,Eden Gardens,DD Sports,Afternoon,2.67,2.09,358374,0.326,95,0.651,4058,Auto,Jersey sleeve,1.85,24.68,12.34
IPL2018-05220,30-03-2018,IPL,Punjab Kings,Gujarat Titans,Mumbai,IS Bindra Stadium,DD Sports,Late,4.79,7.44,530875,0.54,95,0.967,3999,Beverages,Broadcast L-band,2.08,70.97,33.12
IPL2018-05221,18-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Ahmedabad,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,9.71,10.95,1019324,0.263,95,0.482,3915,Beverages,Broadcast L-band,1.15,138.87,119.76
IPL2018-05222,01-04-2018,IPL,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,Arun Jaitley Stadium,Viacom18 / JioCinema,Late,5.38,7.38,755613,0.347,95,0.935,3664,EdTech,Jersey sleeve,1.49,75.38,49.59
IPL2018-05223,05-04-2018,IPL,Rajasthan Royals,Delhi Capitals,Ahmedabad,Rajiv Gandhi Intl. Stadium,Star Sports,Afternoon,2.31,2.16,206425,0.539,95,0.413,1104,BFSI,Jersey sleeve,2.88,20.25,6.03
IPL2018-05224,08-04-2018,IPL,Royal Challengers Bengaluru,Lucknow Super Giants,Jaipur,Eden Gardens,DD Sports,Late,4.84,7.21,686483,0.281,95,0.948,2134,Consumer Goods,Broadcast L-band,2.56,68.2,25.64
IPL2018-05225,05-05-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Lucknow,Wankhede Stadium,Viacom18 / JioCinema,Afternoon,2.71,2.53,299744,0.556,95,0.583,1147,Telecom,Jersey front,2.66,25.07,8.42
IPL2018-05226,04-04-2018,IPL,Lucknow Super Giants,Mumbai Indians,Mumbai,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,2.08,2.91,262735,0.424,95,0.466,1922,EdTech,Broadcast L-band,2.15,22.71,9.56
IPL2018-05227,21-04-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Chennai,Narendra Modi Stadium,DD Sports,Late,5.3,6.41,684658,0.334,95,0.994,2730,E-commerce,Jersey sleeve,13.47,70.03,4.2
IPL2018-05228,06-05-2018,IPL,Lucknow Super Giants,Chennai Super Kings,Jaipur,BRSABV Ekana Stadium,DD Sports,Prime,6.94,8.77,962657,0.438,95,0.847,1109,Auto,Digital overlay,4,96.62,23.16
IPL2018-05229,17-04-2018,IPL,Punjab Kings,Mumbai Indians,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,6.62,7.79,863982,0.381,95,0.718,2411,Fintech,On-ground signage,3.24,83.94,24.91
IPL2018-05230,25-04-2018,IPL,Delhi Capitals,Punjab Kings,Lucknow,Arun Jaitley Stadium,Star Sports,Late,4.57,5.42,710234,0.366,95,0.636,1628,EdTech,On-ground signage,6.3,51.45,7.17
IPL2018-05231,15-04-2018,IPL,Punjab Kings,Mumbai Indians,Jaipur,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,2.68,2.53,256405,0.391,95,0.553,2097,E-commerce,Jersey sleeve,3.04,26.46,7.7
IPL2018-05232,29-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Hyderabad,Narendra Modi Stadium,DD Sports,Late,4.78,5.67,544509,0.284,95,0.758,3913,BFSI,Broadcast L-band,1.66,57.02,33.35
IPL2018-05233,26-03-2018,IPL,Delhi Capitals,Rajasthan Royals,Chennai,Eden Gardens,Star Sports,Prime,7.9,9.28,1064237,0.239,95,0.669,4013,Auto,On-ground signage,2.28,109.78,47.15
IPL2018-05234,29-05-2018,IPL,Chennai Super Kings,Rajasthan Royals,Kolkata,Eden Gardens,DD Sports,Late,5.04,5.3,455997,0.196,95,0.704,3086,BFSI,Broadcast L-band,7.39,54.95,6.44
IPL2018-05235,03-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow,BRSABV Ekana Stadium,DD Sports,Prime,8.54,8.86,796253,0.511,95,0.677,2673,Beverages,On-ground signage,2.79,112.26,39.24
IPL2018-05236,14-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Kolkata,M. A. Chidambaram Stadium,DD Sports,Late,4.94,6.6,814756,0.503,95,0.785,4183,Consumer Goods,Jersey sleeve,1.38,65.5,46.46
IPL2018-05237,21-03-2018,IPL,Kolkata Knight Riders,Lucknow Super Giants,Lucknow,IS Bindra Stadium,Star Sports,Prime,7.07,8.37,937761,0.356,95,0.954,2699,Telecom,On-ground signage,4.88,96.96,18.87
IPL2018-05238,06-04-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Delhi,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,5.27,6.34,502382,0.435,95,0.972,2875,Telecom,On-ground signage,3.92,67.03,16.1
IPL2018-05239,22-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Jaipur,BRSABV Ekana Stadium,Star Sports,Prime,7.02,8.15,888564,0.617,95,0.901,3639,EdTech,On-ground signage,2.46,92.81,36.73
IPL2018-05240,04-06-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Mumbai,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,5.29,5.51,602195,0.376,95,0.561,3220,E-commerce,Digital overlay,3.64,57.43,14.78
IPL2018-05241,01-05-2018,IPL,Rajasthan Royals,Chennai Super Kings,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,2.48,2.1,227267,0.419,95,0.549,3790,E-commerce,On-ground signage,6.43,22.55,2.51
IPL2018-05242,07-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Ahmedabad,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,8.55,8.93,979916,0.684,95,0.746,1200,Consumer Goods,Broadcast L-band,4.75,113.03,22.8
IPL2018-05243,24-03-2018,IPL,Chennai Super Kings,Delhi Capitals,Jaipur,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.2,8.2,741096,0.497,95,0.985,2369,E-commerce,Jersey front,2.97,98.04,32.01
IPL2018-05244,24-05-2018,IPL,Lucknow Super Giants,Punjab Kings,Chandigarh,BRSABV Ekana Stadium,Star Sports,Afternoon,1.84,2.64,265012,0.559,95,0.731,1638,Gaming,Digital overlay,5.98,24.79,3.15
IPL2018-05245,07-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Mumbai,Sawai Mansingh Stadium,Viacom18 / JioCinema,Late,5.22,6.35,638647,0.536,95,0.467,1470,Beverages,LED perimeter,7.07,58.88,7.33
IPL2018-05246,22-04-2018,IPL,Chennai Super Kings,Punjab Kings,Chandigarh,Arun Jaitley Stadium,Viacom18 / JioCinema,Late,4.55,5.89,672348,0.512,95,0.919,3340,BFSI,Digital overlay,2.03,58.97,28.05
IPL2018-05247,07-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Kolkata,M. A. Chidambaram Stadium,Star Sports,Prime,9.04,9.97,1456547,0.364,95,0.848,2041,BFSI,LED perimeter,9.94,131.56,12.24
IPL2018-05248,25-04-2018,IPL,Chennai Super Kings,Punjab Kings,Ahmedabad,Eden Gardens,Viacom18 / JioCinema,Prime,6.79,8.87,782504,0.334,95,0.543,835,Gaming,Presenter title,3.5,93.57,25.73
IPL2018-05249,22-05-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Ahmedabad,Sawai Mansingh Stadium,DD Sports,Late,6.34,6.84,770732,0.532,95,0.778,3303,Telecom,On-ground signage,4.65,77.89,15.75
IPL2018-05250,05-05-2018,IPL,Chennai Super Kings,Delhi Capitals,Chennai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,1.91,2.73,303087,0.514,95,0.535,902,E-commerce,Broadcast L-band,3.5,23.73,5.78
IPL2018-05251,10-04-2018,IPL,Chennai Super Kings,Mumbai Indians,Chandigarh,Narendra Modi Stadium,Star Sports,Prime,10.14,10.09,1241822,0.479,95,0.655,2711,Auto,Broadcast L-band,4.46,140.78,30.57
IPL2018-05252,25-05-2018,IPL,Mumbai Indians,Rajasthan Royals,Chandigarh,M. A. Chidambaram Stadium,DD Sports,Prime,7.32,10.36,1152743,0.486,95,0.542,3651,EdTech,On-ground signage,4.35,109.86,24.26
IPL2018-05253,15-06-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Chennai,Wankhede Stadium,DD Sports,Prime,7.84,7.97,831977,0.358,95,0.758,1493,EdTech,Jersey front,2.57,99.28,37.63
IPL2018-05254,13-05-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Kolkata,Wankhede Stadium,Star Sports,Prime,7.69,8.43,1041124,0.31,95,0.582,3361,EdTech,Presenter title,3.74,97.65,25.11
