id,date,team1,team2,venue,winner,day_of_week,team1_rank,team2_rank,weather_temp,weather_rain,ticket_price_avg,historical_avg_attendance,ticket_price_min,ticket_price_max,tickets_sold,dynamic_pricing_flag,holiday_flag,ad_spend,social_media_mentions,search_trends_index,promotion_flag,past_30d_avg_sales,expected_attendance,actual_attendance,venue_capacity,traffic_index,special_event_flag,time_of_day
11146,30-03-2019,Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla Ground,Delhi Capitals,Saturday,6,4,22.0,1.0,709,45079,496,1063,46694,0,1,89749,6109,42,0,41752,41072,40739,54351,9,1,Night
11147,31-03-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Sunday,4,6,29.0,2.0,410,43849,287,615,44470,1,1,180560,17500,94,0,42955,39524,39916,52616,2,0,Day
11148,31-03-2019,Chennai Super Kings,Rajasthan Royals,M. A. Chidambaram Stadium,Chennai Super Kings,Sunday,7,2,,,945,23420,661,1417,22231,0,1,154680,3433,41,1,23786,22073,22103,39490,2,0,Day
11149,01-04-2019,Kings XI Punjab,Delhi Capitals,IS Bindra Stadium,Kings XI Punjab,Monday,7,4,30.0,2.0,238,50237,166,357,51599,1,0,197979,17967,41,1,42440,51879,50780,64071,6,0,Day
11150,02-04-2019,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Tuesday,6,2,23.0,0.0,292,51331,204,438,53559,0,0,199849,5167,48,1,51331,50419,47930,62325,2,1,Night
11151,03-04-2019,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Wednesday,6,7,,,442,27784,309,663,29802,1,0,101745,18773,32,1,26066,27241,27230,40000,4,0,Day
11152,04-04-2019,Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla Ground,Sunrisers Hyderabad,Thursday,4,4,31.0,0.0,331,31495,231,496,28750,1,0,158464,9357,21,1,28318,33917,33189,49349,6,1,Day
11153,05-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,M. Chinnaswamy Stadium,Kolkata Knight Riders,Friday,6,6,32.0,0.0,715,48935,500,1072,46135,0,0,141865,7154,48,0,40759,52806,54044,62792,5,0,Night
11309,06-04-2019,Chennai Super Kings,Kings XI Punjab,M. A. Chidambaram Stadium,Chennai Super Kings,Saturday,7,7,,,220,47714,154,330,51668,1,1,162428,9920,98,0,48492,51618,49160,56140,1,0,Night
11310,06-04-2019,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Saturday,6,4,31.0,0.0,243,46105,170,364,45058,1,1,73624,19427,71,0,38696,44388,44764,54888,6,0,Night
11311,07-04-2019,Royal Challengers Bangalore,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,Sunday,6,4,30.0,0.0,632,33058,442,948,30261,0,1,73321,18162,46,0,29006,34321,35836,43485,1,1,Day
11312,07-04-2019,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,Sunday,2,6,29.0,0.0,445,26730,311,667,24938,0,1,191560,1213,69,1,23322,25509,24678,38741,3,0,Day
11313,08-04-2019,Sunrisers Hyderabad,Kings XI Punjab,IS Bindra Stadium,Kings XI Punjab,Monday,4,7,32.0,1.0,221,26696,154,331,23711,1,0,72574,4762,98,1,27172,25044,24972,39748,5,0,Day
11314,09-04-2019,Kolkata Knight Riders,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,Tuesday,6,7,,,494,42430,345,741,44104,0,0,186312,14399,42,0,41079,39753,38128,51131,5,1,Night
11315,10-04-2019,Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Wednesday,7,6,,,362,50924,253,543,43474,0,0,191550,10768,63,1,50881,49315,49934,70010,6,1,Night
11316,11-04-2019,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,Thursday,2,7,23.0,0.0,352,41065,246,528,44127,1,0,168831,11640,96,1,35423,40489,40693,55326,8,1,Night
11317,12-04-2019,Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Delhi Capitals,Friday,6,4,,,525,44838,367,787,46641,1,0,185504,7731,41,0,42874,47805,47362,52187,5,0,Night
11318,13-04-2019,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,Saturday,6,2,,,947,24996,662,1420,24639,1,1,145257,6791,62,0,23569,23095,23144,37007,1,1,Day
11319,13-04-2019,Kings XI Punjab,Royal Challengers Bangalore,IS Bindra Stadium,Royal Challengers Bangalore,Saturday,7,6,24.0,0.0,630,38196,441,945,39812,0,1,114291,16822,56,1,38509,39990,41575,50251,5,0,Day
11320,14-04-2019,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,Sunday,6,7,,,712,21074,498,1068,22846,0,1,177600,9783,80,1,21632,21206,20561,38769,3,1,Day
11321,14-04-2019,Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Delhi Capitals,Sunday,4,4,21.0,0.0,425,40158,297,637,37480,0,1,100428,14621,75,0,32248,38454,36618,46370,4,1,Day
11322,15-04-2019,Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Monday,6,6,,,839,41269,587,1258,37125,0,0,181374,17019,22,0,39969,41209,42699,53234,8,1,Day
11323,16-04-2019,Kings XI Punjab,Rajasthan Royals,IS Bindra Stadium,Kings XI Punjab,Tuesday,7,2,21.0,1.0,983,27536,688,1474,24786,1,0,181127,3720,82,0,22385,26434,26637,46677,7,0,Day
11324,17-04-2019,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Wednesday,7,4,26.0,0.0,425,54598,297,637,51277,0,0,161317,9905,38,1,51170,55647,57820,68942,5,0,Day
11325,18-04-2019,Mumbai Indians,Delhi Capitals,Feroz Shah Kotla Ground,Mumbai Indians,Thursday,6,4,22.0,2.0,210,50744,147,315,53220,0,0,189789,10127,42,0,44244,50072,50557,62448,2,0,Day
11326,19-04-2019,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,Friday,6,6,,,404,23912,282,606,23788,0,0,177449,17385,48,0,20963,22307,22998,36345,6,0,Night
11327,20-04-2019,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Saturday,6,2,33.0,1.0,437,32101,305,655,32620,1,1,78699,7368,49,1,28513,29639,29430,50530,6,0,Night
11328,20-04-2019,Kings XI Punjab,Delhi Capitals,Feroz Shah Kotla Ground,Delhi Capitals,Saturday,7,4,30.0,2.0,596,52047,417,894,56068,0,1,123686,15056,58,1,49721,52533,53845,59558,6,0,Day
11329,21-04-2019,Kolkata Knight Riders,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Sunday,6,4,26.0,1.0,407,27519,284,610,30265,0,1,117661,13236,44,1,24313,29733,30961,32662,9,0,Night
11330,21-04-2019,Royal Challengers Bangalore,Chennai Super Kings,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Sunday,6,7,22.0,0.0,659,32069,461,988,33108,0,1,94247,19333,27,1,31529,31068,31292,47750,8,0,Day
11331,22-04-2019,Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,Monday,2,4,27.0,0.0,453,42874,317,679,43865,0,0,197820,15451,77,1,38635,44871,43438,55241,8,0,Day
11332,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,Tuesday,4,7,,,331,40773,231,496,40161,1,0,155113,18301,35,0,33315,42066,41093,49001,1,1,Night
11333,24-04-2019,Royal Challengers Bangalore,Kings XI Punjab,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Wednesday,6,7,31.0,2.0,930,52866,651,1395,49349,0,0,54621,11433,91,0,52651,57428,55697,62448,5,1,Day
11334,25-04-2019,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,Thursday,6,2,,,353,33104,247,529,34902,1,0,196106,16525,20,1,28848,35229,34337,51251,7,0,Day
11335,26-04-2019,Mumbai Indians,Chennai Super Kings,M. A. Chidambaram Stadium,Mumbai Indians,Friday,6,7,,,511,44710,357,766,41479,0,0,186198,1089,24,1,40605,45305,44427,61107,6,0,Day
11336,27-04-2019,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Saturday,4,2,30.0,1.0,274,35825,191,411,34386,1,1,186194,19093,22,1,34799,36950,37153,46856,5,0,Day
11337,28-04-2019,Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla Ground,Delhi Capitals,Sunday,4,6,23.0,1.0,972,21526,680,1458,18792,1,1,68030,11361,84,1,19009,23241,23445,30769,8,0,Day
11338,28-04-2019,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,Sunday,6,6,,,428,39917,299,642,40188,0,1,132838,17369,23,1,32498,39114,38826,58564,3,1,Day
11339,29-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Monday,4,7,33.0,1.0,534,51549,373,801,46808,1,0,134717,4041,83,0,46058,49763,50337,67883,6,1,Day
11340,30-04-2019,Royal Challengers Bangalore,Rajasthan Royals,M. Chinnaswamy Stadium,,Tuesday,6,2,25.0,0.0,628,53871,439,942,57088,0,0,88638,1105,29,0,55816,48600,46566,70367,5,0,Night
11341,01-05-2019,Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,Chennai Super Kings,Wednesday,7,4,,,661,51997,462,991,48161,0,0,117067,10078,40,0,49939,55392,53108,66546,8,1,Night
11342,02-05-2019,Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,Thursday,6,4,,,814,45811,569,1221,46354,1,0,168033,19279,65,0,44339,48568,46974,53524,4,1,Day
11343,03-05-2019,Kings XI Punjab,Kolkata Knight Riders,IS Bindra Stadium,Kolkata Knight Riders,Friday,7,6,23.0,1.0,761,43626,532,1141,47765,1,0,155977,7090,46,1,41796,40174,40246,52811,8,0,Night
11344,04-05-2019,Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla Ground,Delhi Capitals,Saturday,2,4,23.0,0.0,618,24339,432,927,26253,0,1,138869,7082,85,0,20682,24713,24006,38888,2,0,Day
11345,04-05-2019,Sunrisers Hyderabad,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,4,6,34.0,1.0,808,29485,565,1212,29026,1,1,155186,18018,60,1,26671,29272,28637,46971,9,0,Day
11346,05-05-2019,Chennai Super Kings,Kings XI Punjab,IS Bindra Stadium,Kings XI Punjab,Sunday,7,7,26.0,0.0,761,43201,532,1141,43601,0,1,84674,2925,32,1,42671,39906,39508,55529,9,0,Day
11347,05-05-2019,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Sunday,6,6,,,483,21003,338,724,17934,1,1,96271,19440,28,1,17334,23021,23738,30636,6,1,Day
11412,07-05-2019,Chennai Super Kings,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,Tuesday,7,6,,,748,53617,523,1122,56426,0,0,123688,7917,55,0,46618,50557,48099,61809,4,0,Night
11413,08-05-2019,Sunrisers Hyderabad,Delhi Capitals,ACA-VDCA Stadium,Delhi Capitals,Wednesday,4,4,23.0,0.0,515,48363,360,772,46781,0,0,161076,1552,77,1,42031,44177,44836,53663,4,1,Night
11414,10-05-2019,Delhi Capitals,Chennai Super Kings,ACA-VDCA Stadium,Chennai Super Kings,Friday,4,7,22.0,0.0,290,25776,203,435,27306,1,0,191339,4911,73,0,23404,26264,26707,31499,6,0,Night
11415,12-05-2019,Mumbai Indians,Chennai Super Kings,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Sunday,6,7,25.0,2.0,460,41515,322,690,43052,1,1,51062,4389,31,0,43387,43498,44797,52209,5,1,Night
